target_id	pdb_id	status	domain_ids	domain_residue_ranges	chain_id	auth_chain_id	entity_id	observed_label_seq_ranges	observed_label_seq_count	domain_residue_coverage	domain_missing_count	chain_supports_domain	reference_path	sha256	notes
H2217	7d44	candidate			C	C	2	8-98,126-351	317	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d44.cif	94ac7979f473f4d2295626bfe9cca998dc1e138a2f770c3954685bbd289e845a	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D44_5 | eIF2B-eIF2(aP), aP2 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d44	candidate			D	D	2	8-98,119-351	324	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d44.cif	94ac7979f473f4d2295626bfe9cca998dc1e138a2f770c3954685bbd289e845a	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D44_5 | eIF2B-eIF2(aP), aP2 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d44	candidate			E	E	3	1-11,28-134,155-238,258-295,342-444	343	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d44.cif	94ac7979f473f4d2295626bfe9cca998dc1e138a2f770c3954685bbd289e845a	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D44_5 | eIF2B-eIF2(aP), aP2 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d44	candidate			F	F	3	1-11,28-134,155-238,258-295,342-444	343	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d44.cif	94ac7979f473f4d2295626bfe9cca998dc1e138a2f770c3954685bbd289e845a	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D44_5 | eIF2B-eIF2(aP), aP2 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d44	candidate			G	G	4	166-518	353	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d44.cif	94ac7979f473f4d2295626bfe9cca998dc1e138a2f770c3954685bbd289e845a	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D44_5 | eIF2B-eIF2(aP), aP2 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d44	candidate			H	H	4	166-518	353	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d44.cif	94ac7979f473f4d2295626bfe9cca998dc1e138a2f770c3954685bbd289e845a	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D44_5 | eIF2B-eIF2(aP), aP2 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d44	candidate			I	I	5	41-467	427	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d44.cif	94ac7979f473f4d2295626bfe9cca998dc1e138a2f770c3954685bbd289e845a	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D44_5 | eIF2B-eIF2(aP), aP2 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d44	candidate			J	J	5	40-468	429	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d44.cif	94ac7979f473f4d2295626bfe9cca998dc1e138a2f770c3954685bbd289e845a	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D44_5 | eIF2B-eIF2(aP), aP2 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d44	candidate			K	K	6	6-181	176	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d44.cif	94ac7979f473f4d2295626bfe9cca998dc1e138a2f770c3954685bbd289e845a	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D44_5 | eIF2B-eIF2(aP), aP2 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d44	candidate			L	L	6	6-181	176	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d44.cif	94ac7979f473f4d2295626bfe9cca998dc1e138a2f770c3954685bbd289e845a	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D44_5 | eIF2B-eIF2(aP), aP2 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d45	candidate			A	A	1	1-255,268-305	293	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d45.cif	2bdffa54690f13f0845528b9707bd1b4cdb5aacf70acc9a90f25443eb6cbdc4c	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D45_5 | eIF2B-eIF2(aP), aP1 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d45	candidate			B	B	1	1-253,268-305	291	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d45.cif	2bdffa54690f13f0845528b9707bd1b4cdb5aacf70acc9a90f25443eb6cbdc4c	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D45_5 | eIF2B-eIF2(aP), aP1 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d45	candidate			C	C	2	8-98,126-351	317	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d45.cif	2bdffa54690f13f0845528b9707bd1b4cdb5aacf70acc9a90f25443eb6cbdc4c	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D45_5 | eIF2B-eIF2(aP), aP1 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d45	candidate			D	D	2	8-98,119-351	324	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d45.cif	2bdffa54690f13f0845528b9707bd1b4cdb5aacf70acc9a90f25443eb6cbdc4c	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D45_5 | eIF2B-eIF2(aP), aP1 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d45	candidate			E	E	3	1-11,25-134,155-238,258-295,342-444	346	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d45.cif	2bdffa54690f13f0845528b9707bd1b4cdb5aacf70acc9a90f25443eb6cbdc4c	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D45_5 | eIF2B-eIF2(aP), aP1 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d45	candidate			F	F	3	1-11,21-134,155-238,258-295,342-444	350	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d45.cif	2bdffa54690f13f0845528b9707bd1b4cdb5aacf70acc9a90f25443eb6cbdc4c	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D45_5 | eIF2B-eIF2(aP), aP1 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d45	candidate			G	G	4	166-518	353	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d45.cif	2bdffa54690f13f0845528b9707bd1b4cdb5aacf70acc9a90f25443eb6cbdc4c	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D45_5 | eIF2B-eIF2(aP), aP1 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d45	candidate			H	H	4	166-518	353	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d45.cif	2bdffa54690f13f0845528b9707bd1b4cdb5aacf70acc9a90f25443eb6cbdc4c	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D45_5 | eIF2B-eIF2(aP), aP1 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d45	candidate			I	I	5	41-467	427	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d45.cif	2bdffa54690f13f0845528b9707bd1b4cdb5aacf70acc9a90f25443eb6cbdc4c	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D45_5 | eIF2B-eIF2(aP), aP1 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d45	candidate			J	J	5	40-468	429	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d45.cif	2bdffa54690f13f0845528b9707bd1b4cdb5aacf70acc9a90f25443eb6cbdc4c	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D45_5 | eIF2B-eIF2(aP), aP1 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d45	candidate			K	K	6	6-181	176	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d45.cif	2bdffa54690f13f0845528b9707bd1b4cdb5aacf70acc9a90f25443eb6cbdc4c	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D45_5 | eIF2B-eIF2(aP), aP1 complex | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d46	candidate			A	A	1	1-255,268-305	293	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d46.cif	b92cf9af4ae854f167fee731cd532786340baeb5750a08f82d24e38e7b5a39ad	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D46_5 | eIF2B apo | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d46	candidate			B	B	1	1-253,268-305	291	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d46.cif	b92cf9af4ae854f167fee731cd532786340baeb5750a08f82d24e38e7b5a39ad	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D46_5 | eIF2B apo | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d46	candidate			C	C	2	8-98,122-351	321	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d46.cif	b92cf9af4ae854f167fee731cd532786340baeb5750a08f82d24e38e7b5a39ad	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D46_5 | eIF2B apo | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d46	candidate			D	D	2	8-98,119-351	324	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d46.cif	b92cf9af4ae854f167fee731cd532786340baeb5750a08f82d24e38e7b5a39ad	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D46_5 | eIF2B apo | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d46	candidate			E	E	3	1-11,26-134,155-238,258-295,342-444	345	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d46.cif	b92cf9af4ae854f167fee731cd532786340baeb5750a08f82d24e38e7b5a39ad	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D46_5 | eIF2B apo | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d46	candidate			F	F	3	1-11,26-134,155-238,258-295,342-444	345	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d46.cif	b92cf9af4ae854f167fee731cd532786340baeb5750a08f82d24e38e7b5a39ad	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D46_5 | eIF2B apo | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d46	candidate			G	G	4	166-518	353	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d46.cif	b92cf9af4ae854f167fee731cd532786340baeb5750a08f82d24e38e7b5a39ad	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D46_5 | eIF2B apo | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d46	candidate			H	H	4	166-518	353	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d46.cif	b92cf9af4ae854f167fee731cd532786340baeb5750a08f82d24e38e7b5a39ad	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D46_5 | eIF2B apo | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d46	candidate			I	I	5	41-467	427	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d46.cif	b92cf9af4ae854f167fee731cd532786340baeb5750a08f82d24e38e7b5a39ad	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D46_5 | eIF2B apo | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7d46	candidate			J	J	5	40-468	429	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7d46.cif	b92cf9af4ae854f167fee731cd532786340baeb5750a08f82d24e38e7b5a39ad	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7D46_5 | eIF2B apo | 2020-12-09T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f64	candidate			A	A	1	1-254,268-305	292	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f64.cif	b95dd2a0269b3244740b058e0a8d726f4b464bf3a90f5046920b320e850f7a05	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F64_5 | eIF2B-SFSV NSs | 2021-12-08T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f64	candidate			B	B	1	1-254,268-305	292	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f64.cif	b95dd2a0269b3244740b058e0a8d726f4b464bf3a90f5046920b320e850f7a05	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F64_5 | eIF2B-SFSV NSs | 2021-12-08T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f64	candidate			C	C	2	8-99,106-115,121-351	333	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f64.cif	b95dd2a0269b3244740b058e0a8d726f4b464bf3a90f5046920b320e850f7a05	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F64_5 | eIF2B-SFSV NSs | 2021-12-08T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f64	candidate			D	D	2	8-99,106-115,121-351	333	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f64.cif	b95dd2a0269b3244740b058e0a8d726f4b464bf3a90f5046920b320e850f7a05	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F64_5 | eIF2B-SFSV NSs | 2021-12-08T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f64	candidate			E	E	3	1-10,27-136,154-238,259-295	242	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f64.cif	b95dd2a0269b3244740b058e0a8d726f4b464bf3a90f5046920b320e850f7a05	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F64_5 | eIF2B-SFSV NSs | 2021-12-08T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f64	candidate			F	F	3	1-10,27-136,154-238,259-295	242	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f64.cif	b95dd2a0269b3244740b058e0a8d726f4b464bf3a90f5046920b320e850f7a05	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F64_5 | eIF2B-SFSV NSs | 2021-12-08T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f64	candidate			G	G	4	166-521	356	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f64.cif	b95dd2a0269b3244740b058e0a8d726f4b464bf3a90f5046920b320e850f7a05	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F64_5 | eIF2B-SFSV NSs | 2021-12-08T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f64	candidate			H	H	4	166-521	356	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f64.cif	b95dd2a0269b3244740b058e0a8d726f4b464bf3a90f5046920b320e850f7a05	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F64_5 | eIF2B-SFSV NSs | 2021-12-08T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f64	candidate			I	I	5	40-466	427	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f64.cif	b95dd2a0269b3244740b058e0a8d726f4b464bf3a90f5046920b320e850f7a05	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F64_5 | eIF2B-SFSV NSs | 2021-12-08T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f64	candidate			J	J	5	40-466	427	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f64.cif	b95dd2a0269b3244740b058e0a8d726f4b464bf3a90f5046920b320e850f7a05	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F64_5 | eIF2B-SFSV NSs | 2021-12-08T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f64	candidate			K	K	6	1-103,111-204	197	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f64.cif	b95dd2a0269b3244740b058e0a8d726f4b464bf3a90f5046920b320e850f7a05	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F64_5 | eIF2B-SFSV NSs | 2021-12-08T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f64	candidate			L	L	6	1-103,111-204	197	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f64.cif	b95dd2a0269b3244740b058e0a8d726f4b464bf3a90f5046920b320e850f7a05	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F64_5 | eIF2B-SFSV NSs | 2021-12-08T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f66	candidate			A	A	1	2-256,270-307	293	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f66.cif	afe4781e8250076b7cc69051e37f5e623b1bf854d8a28d129caf0e5f483c958f	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F66_5 | eIF2B-SFSV NSs-1-eIF2 | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f66	candidate			B	B	1	2-256,270-307	293	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f66.cif	afe4781e8250076b7cc69051e37f5e623b1bf854d8a28d129caf0e5f483c958f	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F66_5 | eIF2B-SFSV NSs-1-eIF2 | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f66	candidate			C	C	2	8-99,105-115,120-351	335	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f66.cif	afe4781e8250076b7cc69051e37f5e623b1bf854d8a28d129caf0e5f483c958f	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F66_5 | eIF2B-SFSV NSs-1-eIF2 | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f66	candidate			D	D	2	9-98,106-115,121-351	331	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f66.cif	afe4781e8250076b7cc69051e37f5e623b1bf854d8a28d129caf0e5f483c958f	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F66_5 | eIF2B-SFSV NSs-1-eIF2 | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f66	candidate			E	E	3	1-10,27-136,155-238,259-295	241	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f66.cif	afe4781e8250076b7cc69051e37f5e623b1bf854d8a28d129caf0e5f483c958f	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F66_5 | eIF2B-SFSV NSs-1-eIF2 | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f66	candidate			F	F	3	1-10,23-136,154-238,259-295	246	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f66.cif	afe4781e8250076b7cc69051e37f5e623b1bf854d8a28d129caf0e5f483c958f	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F66_5 | eIF2B-SFSV NSs-1-eIF2 | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f66	candidate			G	G	4	166-521	356	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f66.cif	afe4781e8250076b7cc69051e37f5e623b1bf854d8a28d129caf0e5f483c958f	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F66_5 | eIF2B-SFSV NSs-1-eIF2 | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f66	candidate			H	H	4	166-520	355	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f66.cif	afe4781e8250076b7cc69051e37f5e623b1bf854d8a28d129caf0e5f483c958f	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F66_5 | eIF2B-SFSV NSs-1-eIF2 | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f66	candidate			I	I	5	40-466	427	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f66.cif	afe4781e8250076b7cc69051e37f5e623b1bf854d8a28d129caf0e5f483c958f	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F66_5 | eIF2B-SFSV NSs-1-eIF2 | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f66	candidate			J	J	5	40-466,549-688,692-715	591	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f66.cif	afe4781e8250076b7cc69051e37f5e623b1bf854d8a28d129caf0e5f483c958f	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F66_5 | eIF2B-SFSV NSs-1-eIF2 | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f66	candidate			K	K	6	1-103,111-204	197	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f66.cif	afe4781e8250076b7cc69051e37f5e623b1bf854d8a28d129caf0e5f483c958f	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F66_5 | eIF2B-SFSV NSs-1-eIF2 | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f66	candidate			L	L	6	1-103,111-204	197	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f66.cif	afe4781e8250076b7cc69051e37f5e623b1bf854d8a28d129caf0e5f483c958f	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F66_5 | eIF2B-SFSV NSs-1-eIF2 | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f66	candidate			M	N	7	4-278	275	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f66.cif	afe4781e8250076b7cc69051e37f5e623b1bf854d8a28d129caf0e5f483c958f	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F66_5 | eIF2B-SFSV NSs-1-eIF2 | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f66	candidate			N	O	8	1-14	14	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f66.cif	afe4781e8250076b7cc69051e37f5e623b1bf854d8a28d129caf0e5f483c958f	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F66_5 | eIF2B-SFSV NSs-1-eIF2 | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f66	candidate			O	S	9	20-91,123-179,184-223,228-468	410	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f66.cif	afe4781e8250076b7cc69051e37f5e623b1bf854d8a28d129caf0e5f483c958f	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F66_5 | eIF2B-SFSV NSs-1-eIF2 | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f67	candidate			A	A	1	1-254,268-305	292	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f67.cif	d4ffdd588833c780ee263b1eb309005a6bb6599cdccd08a14ecc66a2b68bb762	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F67_5 | eIF2B-SFSV NSs-2-eIF2 | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f67	candidate			B	B	1	1-254,268-305	292	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f67.cif	d4ffdd588833c780ee263b1eb309005a6bb6599cdccd08a14ecc66a2b68bb762	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F67_5 | eIF2B-SFSV NSs-2-eIF2 | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
H2217	7f67	candidate			C	C	2	8-99,106-115,127-351	327	0.000000	0	false	/scratch/10992/liaorunlong93/casp16-leaderboard/diagnostics/reference_gap/refmap_candidate_mmcif/7f67.cif	d4ffdd588833c780ee263b1eb309005a6bb6599cdccd08a14ecc66a2b68bb762	full_construct_exact_candidate_needs_native_provenance_and_mapping | 7F67_5 | eIF2B-SFSV NSs-2-eIF2 | 2021-12-01T00:00:00.000+00:00 | ELECTRON MICROSCOPY
